Employee_ID,Age,Gender,Department,Job_Role,Salary,Experience_Years,Performance_Rating,Overtime,Attrition
1450,35,Male,Sales,Business Development,44351,7,5,Yes,No
1451,27,Male,Sales,Sales Manager,46786,0,1,Yes,No
1452,35,Male,Finance,Accountant,79891,13,5,Yes,No
1453,27,Male,Marketing,Content Strategist,33023,2,4,Yes,Yes
1454,51,Female,Marketing,SEO Specialist,114466,24,1,No,No
1455,38,Female,Marketing,Marketing Executive,70629,15,4,No,No
1456,36,Female,Operations,Coordinator,89234,14,1,No,No
1457,47,Male,Finance,Financial Analyst,102970,18,1,Yes,No
1458,39,Male,Sales,Sales Executive,67409,11,3,No,No
1459,53,Male,Marketing,SEO Specialist,130001,30,4,No,No
1460,44,Female,IT,Software Engineer,103087,19,3,No,No
1461,36,Male,IT,Software Engineer,62672,9,4,Yes,Yes
1462,56,Male,Finance,Accountant,130275,31,5,Yes,Yes
1463,37,Male,Sales,Business Development,48679,8,4,No,No
1464,36,Female,Sales,Sales Manager,76667,9,4,Yes,No
1465,50,Male,Marketing,Content Strategist,126599,24,3,No,Yes
1466,34,Male,Finance,Accountant,34613,4,2,No,No
1467,24,Male,HR,Recruiter,25000,2,2,Yes,No
1468,49,Male,Finance,Financial Analyst,117174,26,2,No,No
1469,46,Male,Operations,Operations Executive,99764,18,5,No,No
1470,35,Male,Operations,Coordinator,60597,9,4,No,Yes
1471,26,Male,Sales,Sales Executive,44785,0,2,No,Yes
1472,56,Male,Sales,Sales Executive,133712,29,4,Yes,Yes
1473,36,Female,HR,HR Manager,82185,12,2,No,No
1474,52,Female,IT,System Admin,132877,24,2,Yes,No
1475,38,Female,HR,HR Executive,92035,16,3,Yes,Yes
1476,60,Female,Marketing,SEO Specialist,167882,37,4,No,No
1477,45,Female,Operations,Operations Manager,107736,20,1,Yes,Yes
1478,54,Male,Marketing,Content Strategist,133613,32,1,No,No
1479,24,Male,Marketing,Marketing Executive,25000,0,5,No,No
1480,43,Male,HR,HR Manager,87489,17,2,Yes,No
1481,36,Female,Marketing,Marketing Executive,57108,6,4,Yes,No
1482,38,Male,Finance,Financial Analyst,62488,9,5,No,No
1483,36,Male,Marketing,SEO Specialist,69365,12,4,No,No
1484,39,Male,IT,System Admin,51057,10,2,No,No
1485,37,Male,HR,Recruiter,57663,10,2,No,No
1486,23,Female,Operations,Coordinator,43220,1,5,Yes,No
1487,45,Female,Operations,Operations Manager,74553,16,5,Yes,Yes
1488,26,Male,HR,Recruiter,52846,1,1,Yes,No
1489,52,Male,Finance,Financial Analyst,121163,27,5,Yes,No
1490,54,Male,HR,Recruiter,141793,32,3,No,Yes
1491,51,Male,IT,Software Engineer,151234,29,3,No,No
1492,41,Male,Operations,Operations Executive,68591,12,3,Yes,Yes
1493,27,Female,IT,System Admin,36577,0,5,No,No
1494,26,Female,Sales,Business Development,38929,3,4,No,No
1495,44,Female,Operations,Operations Manager,99673,16,2,Yes,No
1496,23,Female,Finance,Financial Analyst,25000,0,4,No,No
1497,36,Female,Operations,Coordinator,75537,11,2,No,No
1498,42,Male,Marketing,SEO Specialist,71379,12,2,No,No
1499,25,Female,Marketing,Marketing Executive,45427,0,2,Yes,No
1500,53,Female,IT,Software Engineer,104467,25,3,No,No
1501,45,Male,HR,HR Executive,76107,16,1,No,Yes
1502,52,Female,Marketing,SEO Specialist,113282,28,2,No,Yes
1503,55,Male,Sales,Sales Manager,120966,28,3,No,No
1504,48,Male,HR,HR Manager,89436,18,4,Yes,No
1505,23,Male,IT,Data Scientist,25000,0,5,Yes,Yes
1506,22,Female,Sales,Sales Manager,37575,0,2,No,No
1507,44,Female,IT,System Admin,110095,22,4,No,No
1508,38,Male,Operations,Operations Executive,60635,12,3,Yes,Yes
1509,54,Male,Sales,Business Development,149000,30,3,No,No
1510,26,Male,Finance,Accountant,33966,1,3,No,No
1511,52,Female,Sales,Business Development,106132,26,4,No,No
1512,58,Female,Marketing,Marketing Executive,138905,31,1,No,No
1513,49,Female,IT,Data Scientist,107262,26,2,No,No
1514,53,Male,Marketing,Marketing Executive,150077,31,4,Yes,No
1515,47,Male,HR,HR Manager,101511,23,1,No,Yes
1516,23,Female,IT,System Admin,40534,0,2,No,No
1517,38,Female,Sales,Sales Executive,75956,11,2,Yes,No
1518,56,Female,Sales,Sales Executive,151103,33,5,Yes,No
1519,31,Male,Operations,Coordinator,55467,2,2,No,No
1520,33,Female,IT,System Admin,52621,10,2,No,Yes
1521,28,Male,Finance,Financial Analyst,25000,1,5,Yes,Yes
1522,27,Female,Operations,Operations Executive,33274,0,2,Yes,No
1523,60,Male,Operations,Operations Manager,139889,33,1,No,No
1524,44,Female,Sales,Sales Executive,73129,14,5,No,Yes
1525,44,Female,HR,HR Manager,97205,14,1,No,No
1526,30,Male,IT,Data Scientist,52258,2,3,No,No
1527,31,Female,Marketing,Marketing Executive,52070,4,4,Yes,No
1528,44,Female,HR,Recruiter,76512,16,1,No,No
1529,56,Female,Operations,Coordinator,114920,28,5,Yes,No
1530,42,Female,Sales,Business Development,96086,15,3,Yes,Yes
1531,50,Male,HR,Recruiter,86759,20,2,Yes,No
1532,32,Male,HR,HR Manager,54434,8,4,No,No
1533,54,Female,Marketing,Content Strategist,135667,27,2,No,No
1534,59,Female,Marketing,Content Strategist,145208,34,2,Yes,No
1535,54,Male,Sales,Sales Executive,113138,28,1,No,No
1536,39,Female,Finance,Financial Analyst,62639,9,2,Yes,No
1537,59,Male,Finance,Finance Manager,133137,32,4,Yes,No
1538,50,Female,HR,Recruiter,95580,22,5,No,No
1539,30,Male,Sales,Sales Manager,41735,5,2,No,No
1540,55,Male,Finance,Accountant,133982,26,2,No,No
1541,49,Male,IT,System Admin,113763,23,1,No,No
1542,46,Female,Operations,Operations Manager,93126,16,5,Yes,No
1543,53,Female,Sales,Sales Executive,104777,23,1,Yes,Yes
1544,59,Male,Marketing,Marketing Executive,146561,35,1,No,Yes
1545,26,Male,Marketing,Marketing Executive,45938,0,1,No,No
1546,58,Female,HR,Recruiter,163610,36,5,No,No
1547,44,Female,IT,Data Analyst,105143,16,3,Yes,No
1548,28,Female,Operations,Coordinator,33662,0,3,Yes,No
1549,24,Female,Finance,Finance Manager,49206,0,3,No,Yes
1550,60,Male,Sales,Business Development,159290,34,3,No,Yes
1551,59,Female,HR,Recruiter,153030,33,3,No,Yes
1552,52,Male,Operations,Operations Executive,125760,26,3,Yes,No
1553,24,Male,Operations,Operations Executive,43937,0,3,No,No
1554,52,Female,HR,Recruiter,115145,26,2,No,Yes
1555,31,Male,Operations,Coordinator,25946,2,4,No,No
1556,47,Male,Operations,Operations Manager,121000,24,5,No,No
1557,43,Male,Finance,Financial Analyst,92485,16,4,Yes,Yes
1558,42,Female,HR,HR Manager,69265,12,4,Yes,Yes
1559,42,Male,Operations,Operations Executive,116088,19,4,No,No
1560,52,Male,Marketing,SEO Specialist,122315,25,1,Yes,No
1561,49,Male,Marketing,Marketing Executive,115827,20,2,Yes,No
1562,29,Female,Operations,Coordinator,63332,7,1,No,No
1563,46,Male,HR,HR Executive,78616,16,2,Yes,No
1564,41,Female,IT,Software Engineer,89345,18,3,Yes,No
1565,36,Female,Operations,Operations Executive,81343,10,4,Yes,No
1566,40,Female,HR,Recruiter,89019,15,4,No,No
1567,48,Female,IT,System Admin,122380,25,3,Yes,No
1568,60,Male,IT,Data Scientist,173020,37,1,No,No
1569,29,Male,Marketing,Content Strategist,47001,3,3,No,No
1570,51,Female,Marketing,Marketing Executive,119990,24,2,Yes,No
1571,27,Male,Sales,Sales Executive,58530,5,5,Yes,No
1572,34,Female,HR,HR Manager,63125,6,1,Yes,No
1573,50,Female,Sales,Business Development,93957,20,1,No,No
1574,54,Female,Finance,Financial Analyst,128945,32,3,Yes,Yes
1575,33,Male,Finance,Financial Analyst,65346,9,4,No,No
1576,51,Female,Operations,Coordinator,120232,27,3,Yes,Yes
1577,40,Female,Marketing,Content Strategist,72893,11,5,No,No
1578,57,Male,IT,Data Scientist,166547,34,1,Yes,No
1579,54,Female,Finance,Financial Analyst,140159,29,1,No,No
1580,50,Female,Marketing,Marketing Executive,125175,24,5,Yes,No
1581,32,Female,Marketing,Content Strategist,39643,7,3,No,No
1582,26,Male,HR,HR Manager,28957,1,2,No,No
1583,26,Male,Operations,Operations Executive,31866,2,2,Yes,No
1584,51,Male,Sales,Sales Executive,120754,29,3,No,No
1585,38,Female,IT,Data Scientist,55742,10,2,No,No
1586,57,Male,Sales,Sales Executive,138770,32,5,No,No
1587,44,Male,Marketing,SEO Specialist,95137,19,3,No,No
1588,54,Female,Finance,Financial Analyst,133051,26,1,No,No
1589,54,Male,Sales,Business Development,113569,28,1,No,No
1590,43,Male,Sales,Business Development,88396,13,1,Yes,No
1591,52,Female,Operations,Operations Manager,133479,24,3,Yes,No
1592,58,Male,Operations,Operations Executive,157338,34,4,Yes,No
1593,40,Male,Operations,Coordinator,98072,17,1,Yes,No
1594,54,Male,HR,Recruiter,156732,32,1,Yes,No
1595,58,Female,HR,HR Manager,129694,30,2,Yes,No
1596,31,Female,Sales,Sales Executive,38627,2,5,Yes,No
1597,55,Male,IT,System Admin,131999,33,1,No,No
1598,29,Female,HR,Recruiter,41695,2,1,Yes,No
1599,44,Male,Marketing,Marketing Executive,118213,22,3,Yes,No
1600,37,Female,HR,Recruiter,90128,13,4,Yes,Yes
1601,28,Male,Sales,Sales Executive,36509,3,1,Yes,No
1602,43,Male,Operations,Operations Executive,103226,20,3,No,No
1603,59,Female,Marketing,SEO Specialist,141521,31,3,No,No
1604,51,Male,Finance,Accountant,130698,29,1,Yes,No
1605,56,Female,HR,HR Manager,115300,28,1,Yes,No
1606,56,Female,Operations,Operations Manager,159922,32,1,Yes,Yes
1607,50,Female,HR,HR Executive,117670,22,1,No,No
1608,38,Male,HR,HR Manager,87461,16,4,Yes,No
1609,38,Female,HR,HR Executive,102650,16,3,No,No
1610,47,Male,Finance,Finance Manager,125020,25,5,Yes,Yes
1611,33,Female,Finance,Financial Analyst,68406,7,3,No,No
1612,45,Male,IT,Data Analyst,85699,16,4,No,No
1613,53,Female,HR,HR Manager,145744,30,1,No,No
1614,42,Female,IT,Software Engineer,71334,12,5,No,No
1615,57,Male,Marketing,Content Strategist,131886,33,1,Yes,No
1616,44,Male,Operations,Coordinator,115375,19,3,No,No
1617,31,Female,IT,Data Analyst,44894,7,3,Yes,No
1618,43,Female,Sales,Business Development,104670,17,4,Yes,Yes
1619,24,Male,IT,Software Engineer,41413,0,1,Yes,Yes
1620,59,Female,IT,Data Analyst,163860,35,5,No,No
1621,30,Male,Marketing,Marketing Executive,64657,6,1,Yes,No
1622,49,Male,Sales,Sales Manager,120025,26,3,Yes,No
1623,53,Male,Sales,Sales Manager,133688,29,4,No,No
1624,27,Male,HR,HR Executive,47480,0,2,No,No
1625,60,Female,Sales,Sales Manager,150540,34,2,No,No
1626,33,Male,IT,Data Analyst,61560,8,3,Yes,No
1627,55,Male,IT,Software Engineer,143758,28,3,No,No
1628,49,Male,HR,HR Manager,102638,22,5,No,No
1629,43,Male,Finance,Finance Manager,65448,14,1,Yes,No
1630,36,Female,Operations,Coordinator,52113,8,5,Yes,Yes
1631,28,Female,Marketing,Content Strategist,55942,6,4,Yes,Yes
1632,28,Male,Sales,Sales Manager,30854,4,5,Yes,Yes
1633,55,Female,IT,System Admin,152410,33,5,Yes,No
1634,27,Female,Finance,Finance Manager,25868,0,5,Yes,No
1635,52,Male,Operations,Operations Manager,114704,27,1,Yes,No
1636,40,Male,Operations,Operations Executive,100969,18,1,No,No
1637,30,Female,IT,Data Analyst,25000,1,4,No,No
1638,35,Male,Sales,Sales Manager,59910,12,4,No,No
1639,41,Female,Operations,Operations Executive,78257,11,3,Yes,No
1640,23,Male,Finance,Financial Analyst,25000,0,5,No,No
1641,26,Female,IT,Data Analyst,28089,3,1,No,Yes
1642,51,Male,HR,HR Manager,134375,28,2,No,No
1643,33,Female,HR,HR Manager,72197,7,5,Yes,Yes
1644,27,Female,Finance,Finance Manager,35723,5,4,Yes,No
1645,45,Male,HR,HR Executive,101642,23,4,No,No
1646,49,Female,Marketing,Marketing Executive,109295,22,4,Yes,No
1647,54,Female,Finance,Finance Manager,125266,29,4,Yes,No
1648,50,Female,Finance,Finance Manager,127110,23,3,Yes,No
1649,42,Female,Sales,Sales Manager,79735,14,4,Yes,Yes
1650,41,Male,IT,Data Analyst,60935,11,2,No,No
1651,39,Female,Sales,Sales Executive,74055,15,4,No,No
1652,43,Male,HR,HR Manager,73838,13,3,No,No
1653,40,Male,Sales,Sales Executive,74941,15,2,No,No
1654,46,Male,Sales,Business Development,105923,20,3,Yes,No
1655,27,Female,Sales,Business Development,25000,0,2,Yes,No
1656,27,Female,Finance,Finance Manager,39590,0,2,No,No
1657,27,Male,Sales,Sales Manager,25000,0,5,Yes,No
1658,56,Male,Operations,Coordinator,131832,27,1,No,Yes
1659,54,Male,Marketing,Content Strategist,124403,29,5,No,No
1660,31,Female,Marketing,Content Strategist,60076,5,4,Yes,No
1661,51,Male,Operations,Operations Manager,124938,29,2,No,No
1662,55,Male,HR,Recruiter,130778,26,1,No,No
1663,42,Female,Sales,Business Development,112032,18,2,No,Yes
1664,46,Female,IT,Data Scientist,105839,24,3,No,No
1665,41,Male,Finance,Financial Analyst,91906,17,4,Yes,No
1666,26,Male,HR,HR Manager,36471,0,4,Yes,No
1667,45,Female,Operations,Coordinator,121770,22,3,No,Yes
1668,49,Male,Sales,Sales Manager,119776,27,2,Yes,No
1669,33,Male,Finance,Finance Manager,58572,4,3,Yes,No
1670,35,Male,IT,System Admin,66134,12,1,No,No
1671,24,Female,IT,System Admin,25743,0,4,Yes,No
1672,58,Male,Operations,Coordinator,131546,30,4,No,No
1673,49,Female,Marketing,SEO Specialist,132936,25,4,No,No
1674,42,Female,Marketing,SEO Specialist,77385,16,2,Yes,No
1675,47,Male,Marketing,Marketing Executive,94410,19,2,No,No
1676,36,Female,Marketing,Marketing Executive,61749,10,5,No,No
1677,55,Female,IT,Data Scientist,139218,26,4,Yes,No
1678,29,Female,Operations,Operations Manager,63996,7,1,Yes,No
1679,38,Male,Finance,Accountant,87724,14,3,No,Yes
1680,30,Female,HR,HR Manager,36374,3,1,Yes,No
1681,39,Male,Sales,Business Development,85340,16,4,No,No
1682,51,Female,Operations,Operations Executive,133673,29,5,Yes,No
1683,41,Female,Finance,Finance Manager,88556,15,4,Yes,No
1684,36,Male,Finance,Finance Manager,84503,12,3,Yes,No
1685,47,Female,Marketing,Marketing Executive,86374,18,5,No,No
1686,40,Female,Operations,Coordinator,86611,12,2,Yes,No
1687,27,Male,IT,Data Scientist,33678,3,2,Yes,Yes
1688,37,Male,IT,Data Analyst,72695,8,2,Yes,Yes
1689,58,Female,Operations,Operations Manager,139206,33,4,Yes,No
1690,43,Male,HR,HR Executive,76733,16,4,Yes,Yes
1691,42,Female,Marketing,Content Strategist,78052,15,1,No,Yes
1692,41,Female,Sales,Sales Manager,78583,12,3,No,No
1693,33,Female,Sales,Sales Executive,72630,9,3,Yes,No
1694,54,Female,Sales,Sales Manager,116984,28,3,Yes,Yes
1695,43,Male,Sales,Sales Executive,111391,20,5,No,No
1696,35,Male,Marketing,Marketing Executive,72317,13,1,Yes,No
1697,24,Female,IT,Data Analyst,48391,2,4,No,No
1698,32,Female,Marketing,Content Strategist,33901,5,4,No,No
1699,32,Female,Sales,Sales Manager,63418,8,1,No,No
1700,32,Male,HR,HR Executive,55515,9,3,No,No
1701,26,Male,HR,Recruiter,48275,0,5,No,No
1702,53,Male,HR,Recruiter,100124,23,3,Yes,No
1703,38,Female,Finance,Accountant,93203,16,3,Yes,No
1704,24,Female,HR,HR Executive,26732,0,5,No,No
1705,58,Male,Operations,Operations Executive,143370,28,3,Yes,No
1706,43,Female,Marketing,SEO Specialist,109230,17,5,Yes,No
1707,60,Female,IT,Data Analyst,170653,37,1,Yes,No
1708,51,Female,Marketing,Content Strategist,139715,29,3,Yes,No
1709,43,Female,HR,HR Manager,76522,15,2,Yes,No
1710,22,Female,IT,Data Analyst,25000,0,3,No,No
1711,60,Female,IT,System Admin,161486,37,5,Yes,Yes
1712,38,Male,Marketing,Content Strategist,86984,11,2,No,No
1713,54,Male,Sales,Sales Executive,133338,24,4,Yes,No
1714,26,Female,Marketing,Marketing Executive,42823,0,5,No,No
1715,47,Male,Sales,Sales Executive,122822,23,3,No,No
1716,60,Male,HR,HR Manager,155889,38,4,Yes,No
1717,40,Female,IT,System Admin,65926,11,2,No,No
1718,54,Male,Operations,Operations Manager,123302,27,3,No,No
1719,49,Male,Sales,Sales Manager,96018,19,1,No,No
1720,45,Female,IT,System Admin,128229,23,3,Yes,No
1721,25,Female,HR,HR Executive,25282,1,2,Yes,No
1722,45,Female,Operations,Operations Executive,88552,20,2,No,No
1723,54,Male,IT,Data Scientist,110549,26,3,Yes,Yes
1724,59,Female,Marketing,Marketing Executive,178916,37,1,No,No
1725,37,Female,HR,HR Executive,51092,9,5,Yes,No
1726,27,Male,IT,Software Engineer,35453,3,5,Yes,No
1727,25,Female,HR,Recruiter,33776,0,5,Yes,No
1728,49,Male,Operations,Operations Manager,113386,24,4,Yes,No
1729,53,Male,IT,Software Engineer,130220,25,5,No,No
1730,28,Male,Sales,Sales Manager,25000,1,4,Yes,No
1731,48,Male,Finance,Accountant,114749,19,2,Yes,Yes
1732,48,Male,Sales,Business Development,125056,25,1,No,No
1733,50,Female,Finance,Accountant,88174,20,3,No,Yes
1734,57,Male,Sales,Sales Executive,135280,27,2,No,No
1735,34,Female,Finance,Finance Manager,71310,12,5,Yes,No
1736,34,Female,Operations,Coordinator,69959,6,2,No,No
1737,23,Male,HR,Recruiter,43231,0,2,Yes,No
1738,32,Male,Marketing,Marketing Executive,36713,5,5,No,No
1739,28,Female,HR,HR Manager,31870,2,1,Yes,No
1740,22,Male,Finance,Finance Manager,46176,0,5,No,No
1741,54,Female,Finance,Financial Analyst,118244,24,4,Yes,No
1742,54,Male,Operations,Coordinator,159655,32,1,No,No
1743,33,Male,Marketing,Marketing Executive,49712,7,4,Yes,No
1744,48,Female,IT,Software Engineer,115453,21,5,Yes,Yes
1745,46,Male,Sales,Sales Executive,110695,24,2,No,Yes
1746,30,Female,Operations,Operations Executive,47833,8,1,Yes,Yes
1747,39,Male,Operations,Operations Manager,71888,9,4,Yes,No
1748,36,Male,Marketing,Content Strategist,58759,7,5,No,No
1749,44,Male,IT,Data Analyst,96482,16,2,No,No
1750,41,Male,Finance,Accountant,65334,11,5,Yes,Yes
1751,51,Female,Marketing,SEO Specialist,91725,21,5,No,No
1752,50,Male,HR,Recruiter,93006,21,3,No,Yes
1753,40,Male,Marketing,SEO Specialist,98229,18,3,Yes,No
1754,59,Male,HR,Recruiter,130960,29,3,No,No
1755,30,Male,Operations,Operations Manager,75218,8,4,Yes,Yes
1756,42,Female,IT,Data Scientist,89601,16,4,Yes,No
1757,46,Male,Finance,Financial Analyst,103926,22,2,Yes,Yes
1758,47,Female,HR,Recruiter,103266,18,3,No,No
1759,50,Male,Operations,Operations Executive,113412,22,4,Yes,Yes
1760,56,Male,Finance,Accountant,147018,33,2,Yes,Yes
1761,29,Male,IT,Software Engineer,71576,7,5,Yes,Yes
1762,39,Female,Operations,Operations Executive,80278,16,4,Yes,No
1763,30,Male,Marketing,SEO Specialist,68006,6,3,Yes,Yes
1764,30,Female,HR,HR Manager,44734,0,1,No,No
1765,27,Female,Marketing,Marketing Executive,25000,0,5,Yes,No
1766,27,Female,Finance,Accountant,58715,5,2,No,Yes
1767,38,Female,Finance,Accountant,61378,8,3,No,Yes
1768,53,Female,Operations,Operations Executive,122375,28,5,Yes,No
1769,37,Male,Finance,Finance Manager,54240,9,1,No,No
1770,32,Female,Operations,Coordinator,33142,5,3,Yes,No
1771,31,Male,IT,Data Scientist,68712,6,4,No,Yes
1772,58,Male,Finance,Finance Manager,126406,29,1,No,No
1773,24,Female,HR,HR Executive,55904,2,1,Yes,No
1774,22,Male,Sales,Business Development,31177,0,2,Yes,No
1775,32,Male,Marketing,SEO Specialist,35684,4,5,No,No
1776,50,Female,Sales,Business Development,121945,26,2,No,Yes
1777,30,Female,Sales,Sales Executive,40346,4,2,Yes,No
1778,47,Female,IT,Data Scientist,96839,20,1,Yes,No
1779,22,Male,Sales,Business Development,35114,0,5,No,No
1780,22,Male,Finance,Accountant,30904,0,2,No,No
1781,38,Male,Operations,Operations Executive,80205,9,3,No,No
1782,55,Male,Marketing,Marketing Executive,133629,30,1,No,No
1783,53,Male,Sales,Sales Executive,124375,30,4,Yes,No
1784,31,Female,Finance,Finance Manager,48484,8,5,Yes,No
1785,54,Female,IT,System Admin,109551,26,2,No,No
1786,33,Female,Operations,Coordinator,62687,10,1,Yes,No
1787,58,Female,Sales,Business Development,122806,29,1,Yes,Yes
1788,34,Male,Sales,Sales Executive,35235,4,1,No,No
1789,22,Male,Marketing,Content Strategist,42270,0,3,No,No
1790,57,Male,IT,Data Analyst,136498,28,2,Yes,Yes
1791,52,Male,HR,HR Executive,125087,29,2,No,No
1792,34,Male,Sales,Business Development,69734,12,1,Yes,Yes
1793,44,Female,HR,Recruiter,101930,17,4,Yes,Yes
1794,51,Male,HR,HR Manager,114177,24,2,No,No
1795,56,Male,HR,HR Executive,144326,32,2,Yes,No
1796,30,Male,HR,HR Executive,42021,6,2,No,No
1797,53,Male,Operations,Operations Manager,122928,25,4,Yes,No
1798,51,Female,HR,HR Executive,101155,21,3,Yes,No
1799,53,Male,Finance,Finance Manager,134713,30,5,Yes,No
1800,38,Male,Sales,Sales Manager,48496,8,4,No,No
1801,24,Female,HR,HR Manager,43192,1,4,No,No
1802,36,Female,Marketing,Marketing Executive,70395,14,4,Yes,No
1803,28,Female,Marketing,Content Strategist,46385,0,4,Yes,Yes
1804,24,Male,Marketing,Content Strategist,25000,0,5,Yes,No
1805,42,Female,Sales,Business Development,103773,20,1,No,No
1806,49,Male,Finance,Accountant,101136,21,5,Yes,Yes
1807,23,Female,Marketing,SEO Specialist,25000,0,5,Yes,No
1808,26,Male,Finance,Accountant,46863,0,3,Yes,No
1809,30,Female,Finance,Accountant,50743,6,5,No,No
1810,24,Female,HR,Recruiter,52918,2,3,No,No
1811,39,Female,IT,Software Engineer,89476,16,1,Yes,No
1812,40,Male,HR,HR Manager,102110,18,4,Yes,No
1813,47,Male,HR,HR Manager,121186,23,5,No,No
1814,59,Female,HR,HR Executive,168875,37,5,No,No
1815,39,Female,IT,Software Engineer,70390,15,2,Yes,No
1816,40,Male,Operations,Coordinator,94572,14,5,Yes,Yes
1817,57,Male,HR,Recruiter,167132,34,3,No,No
1818,22,Female,Finance,Financial Analyst,49344,0,3,Yes,Yes
1819,53,Female,IT,Software Engineer,127816,30,1,No,Yes
1820,32,Female,Sales,Business Development,62289,5,1,Yes,No
1821,59,Female,HR,HR Manager,147186,33,4,Yes,No
1822,30,Female,Sales,Business Development,34344,3,5,No,No
1823,23,Female,Operations,Coordinator,39448,1,1,No,Yes
1824,42,Male,Finance,Finance Manager,57209,12,1,No,No
1825,47,Female,Finance,Accountant,88375,18,4,No,No
1826,35,Female,IT,Software Engineer,60805,6,4,No,No
1827,53,Male,Operations,Operations Manager,103084,23,4,No,No
1828,46,Female,Finance,Financial Analyst,110427,24,2,No,Yes
1829,33,Male,Sales,Business Development,58117,11,1,No,No
1830,52,Male,IT,System Admin,120739,25,4,Yes,No
1831,50,Male,IT,Data Analyst,120167,26,1,No,Yes
1832,41,Male,Finance,Finance Manager,64373,11,1,Yes,No
1833,32,Male,HR,HR Manager,30855,3,3,No,Yes
1834,55,Male,Operations,Operations Executive,121916,26,2,Yes,No
1835,44,Female,Sales,Sales Executive,106962,19,1,No,No
1836,46,Female,Sales,Business Development,94511,22,1,No,No
1837,45,Male,IT,Data Scientist,87270,17,4,Yes,Yes
1838,42,Male,Finance,Accountant,101668,17,1,Yes,Yes
1839,40,Female,IT,System Admin,102341,18,1,No,No
1840,51,Male,Sales,Business Development,93782,21,1,No,No
1841,35,Male,Operations,Operations Manager,49225,7,2,No,No
1842,43,Male,Sales,Sales Manager,108759,20,2,Yes,No
1843,43,Female,Marketing,SEO Specialist,100697,18,3,No,No
1844,24,Female,IT,Software Engineer,41289,0,2,No,No
1845,41,Male,Finance,Accountant,74895,17,3,No,No
1846,43,Male,IT,Data Scientist,111165,20,1,No,No
1847,55,Male,IT,Software Engineer,158800,33,2,Yes,No
1848,60,Female,Sales,Sales Manager,178732,38,5,No,No
1849,23,Male,HR,HR Executive,25000,0,3,No,No
1850,40,Female,Sales,Sales Executive,56819,10,1,No,No
1851,27,Male,Marketing,SEO Specialist,47099,0,3,Yes,No
1852,40,Male,Sales,Sales Executive,89080,16,3,Yes,Yes
1853,36,Male,Finance,Accountant,65830,12,3,No,No
1854,54,Female,Sales,Sales Executive,137815,30,2,Yes,No
1855,43,Female,Sales,Business Development,70629,14,3,No,No
1856,53,Male,HR,Recruiter,98225,23,5,Yes,No
1857,39,Female,Sales,Sales Executive,104296,17,1,No,No
1858,40,Female,Marketing,Content Strategist,110404,18,4,Yes,No
1859,53,Female,Marketing,Content Strategist,124950,23,5,No,No
1860,27,Male,IT,Software Engineer,33632,1,4,No,No
1861,31,Female,Finance,Financial Analyst,30962,3,3,Yes,No
1862,29,Female,Operations,Operations Manager,37485,6,2,No,No
1863,43,Female,Marketing,Marketing Executive,101277,18,3,Yes,No
1864,29,Female,HR,Recruiter,60995,4,3,No,Yes
1865,51,Female,Sales,Sales Executive,128491,29,2,No,No
1866,46,Female,Sales,Sales Manager,100641,16,5,Yes,No
1867,27,Male,IT,System Admin,41090,0,4,Yes,No
1868,44,Male,HR,Recruiter,98098,19,5,Yes,No
1869,47,Male,HR,HR Executive,106253,25,2,No,No
1870,25,Male,Finance,Accountant,37181,0,2,Yes,Yes
1871,23,Male,IT,System Admin,46149,1,3,No,No
1872,57,Male,IT,Data Analyst,153660,35,5,No,No
1873,39,Female,Finance,Finance Manager,76902,9,5,Yes,No
1874,56,Male,Marketing,Content Strategist,144843,30,4,No,No
1875,25,Female,Sales,Sales Executive,49262,0,3,No,No
1876,49,Male,Sales,Sales Executive,127129,24,3,No,No
1877,42,Male,Operations,Operations Executive,81751,13,1,No,No
1878,51,Male,IT,Data Analyst,122120,21,5,No,No
1879,37,Female,Finance,Accountant,65405,13,1,No,Yes
1880,53,Female,HR,HR Manager,110584,27,1,Yes,Yes
1881,46,Female,Marketing,Marketing Executive,106346,19,2,Yes,Yes
1882,49,Male,Marketing,Marketing Executive,126825,26,2,Yes,Yes
1883,42,Male,Sales,Business Development,65337,12,5,No,No
1884,46,Female,Finance,Finance Manager,109446,21,3,No,No
1885,57,Male,Operations,Operations Executive,148331,31,5,No,No
1886,25,Male,Operations,Operations Executive,29816,3,3,No,No
1887,46,Male,Sales,Sales Manager,77620,17,3,No,No
1888,36,Female,Marketing,SEO Specialist,81086,9,1,No,Yes
1889,40,Male,HR,Recruiter,73546,15,1,Yes,No
1890,28,Male,Sales,Business Development,39446,4,1,No,Yes
1891,25,Female,HR,HR Executive,42391,0,5,Yes,No
1892,54,Female,HR,HR Executive,119596,26,2,Yes,Yes
1893,51,Female,Operations,Operations Executive,115963,27,1,Yes,No
1894,24,Female,HR,HR Executive,47962,0,1,No,No
1895,31,Female,Sales,Sales Executive,64935,5,2,Yes,No
1896,31,Female,Marketing,SEO Specialist,52642,7,3,Yes,No
1897,29,Female,Finance,Financial Analyst,55520,2,3,Yes,Yes
1898,51,Male,Marketing,Marketing Executive,116415,28,2,No,No
1899,45,Female,HR,HR Manager,91695,16,2,No,No
1900,25,Female,Finance,Financial Analyst,38531,0,2,No,No
1901,42,Male,Sales,Sales Manager,78807,13,4,No,No
